GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; No bedroom:,Margin of Error; No bedroom:,Estimate; No bedroom: - With cash rent:,Margin of Error; No bedroom: - With cash rent:,Estimate; No bedroom: - With cash rent: - Less than $200,Margin of Error; No bedroom: - With cash rent: - Less than $200,Estimate; No bedroom: - With cash rent: - $200 to $299,Margin of Error; No bedroom: - With cash rent: - $200 to $299,Estimate; No bedroom: - With cash rent: - $300 to $499,Margin of Error; No bedroom: - With cash rent: - $300 to $499,Estimate; No bedroom: - With cash rent: - $500 to $749,Margin of Error; No bedroom: - With cash rent: - $500 to $749,Estimate; No bedroom: - With cash rent: - $750 to $999,Margin of Error; No bedroom: - With cash rent: - $750 to $999,"Estimate; No bedroom: - With cash rent: - $1,000 or more","Margin of Error; No bedroom: - With cash rent: - $1,000 or more",Estimate; No bedroom: - No cash rent,Margin of Error; No bedroom: - No cash rent,Estimate; 1 bedroom:,Margin of Error; 1 bedroom:,Estimate; 1 bedroom: - With cash rent:,Margin of Error; 1 bedroom: - With cash rent:,Estimate; 1 bedroom: - With cash rent: - Less than $200,Margin of Error; 1 bedroom: - With cash rent: - Less than $200,Estimate; 1 bedroom: - With cash rent: - $200 to $299,Margin of Error; 1 bedroom: - With cash rent: - $200 to $299,Estimate; 1 bedroom: - With cash rent: - $300 to $499,Margin of Error; 1 bedroom: - With cash rent: - $300 to $499,Estimate; 1 bedroom: - With cash rent: - $500 to $749,Margin of Error; 1 bedroom: - With cash rent: - $500 to $749,Estimate; 1 bedroom: - With cash rent: - $750 to $999,Margin of Error; 1 bedroom: - With cash rent: - $750 to $999,"Estimate; 1 bedroom: - With cash rent: - $1,000 or more","Margin of Error; 1 bedroom: - With cash rent: - $1,000 or more",Estimate; 1 bedroom: - No cash rent,Margin of Error; 1 bedroom: - No cash rent,Estimate; 2 bedrooms:,Margin of Error; 2 bedrooms:,Estimate; 2 bedrooms: - With cash rent:,Margin of Error; 2 bedrooms: - With cash rent:,Estimate; 2 bedrooms: - With cash rent: - Less than $200,Margin of Error; 2 bedrooms: - With cash rent: - Less than $200,Estimate; 2 bedrooms: - With cash rent: - $200 to $299,Margin of Error; 2 bedrooms: - With cash rent: - $200 to $299,Estimate; 2 bedrooms: - With cash rent: - $300 to $499,Margin of Error; 2 bedrooms: - With cash rent: - $300 to $499,Estimate; 2 bedrooms: - With cash rent: - $500 to $749,Margin of Error; 2 bedrooms: - With cash rent: - $500 to $749,Estimate; 2 bedrooms: - With cash rent: - $750 to $999,Margin of Error; 2 bedrooms: - With cash rent: - $750 to $999,"Estimate; 2 bedrooms: - With cash rent: - $1,000 or more","Margin of Error; 2 bedrooms: - With cash rent: - $1,000 or more",Estimate; 2 bedrooms: - No cash rent,Margin of Error; 2 bedrooms: - No cash rent,Estimate; 3 or more bedrooms:,Margin of Error; 3 or more bedrooms:,Estimate; 3 or more bedrooms: - With cash rent:,Margin of Error; 3 or more bedrooms: - With cash rent:,Estimate; 3 or more bedrooms: - With cash rent: - Less than $200,Margin of Error; 3 or more bedrooms: - With cash rent: - Less than $200,Estimate; 3 or more bedrooms: - With cash rent: - $200 to $299,Margin of Error; 3 or more bedrooms: - With cash rent: - $200 to $299,Estimate; 3 or more bedrooms: - With cash rent: - $300 to $499,Margin of Error; 3 or more bedrooms: - With cash rent: - $300 to $499,Estimate; 3 or more bedrooms: - With cash rent: - $500 to $749,Margin of Error; 3 or more bedrooms: - With cash rent: - $500 to $749,Estimate; 3 or more bedrooms: - With cash rent: - $750 to $999,Margin of Error; 3 or more bedrooms: - With cash rent: - $750 to $999,"Estimate; 3 or more bedrooms: - With cash rent: - $1,000 or more","Margin of Error; 3 or more bedrooms: - With cash rent: - $1,000 or more",Estimate; 3 or more bedrooms: - No cash rent,Margin of Error; 3 or more bedrooms: - No cash rent
1400000US25017300100,25017300100,"Census Tract 3001, Middlesex County, Massachusetts",33,23,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,4,7,4,7,0,127,0,127,0,127,4,7,0,127,0,127,0,127,13,12,8,10,0,127,0,127,0,127,4,8,4,6,0,127,5,9,16,20,16,20,0,127,0,127,0,127,13,19,0,127,3,5,0,127
1400000US25017301101,25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",244,80,11,17,11,17,11,17,0,127,0,127,0,127,0,127,0,127,0,127,70,62,70,62,0,127,0,127,47,58,11,18,12,19,0,127,0,127,75,71,75,71,12,20,0,127,0,127,0,127,0,127,63,67,0,127,88,72,88,72,0,127,0,127,0,127,13,21,39,61,36,33,0,127
1400000US25017301102,25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts",162,89,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,26,28,26,28,0,127,0,127,0,127,14,22,0,127,12,18,0,127,80,79,68,77,0,127,0,127,0,127,0,127,68,77,0,127,12,20,56,39,44,34,0,127,0,127,0,127,0,127,13,19,31,27,12,18
1400000US25017302100,25017302100,"Census Tract 3021, Middlesex County, Massachusetts",534,205,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,106,71,106,71,0,127,0,127,20,33,67,52,0,127,19,31,0,127,269,140,269,140,0,127,0,127,0,127,37,41,151,132,81,56,0,127,159,112,127,103,0,127,0,127,0,127,0,127,0,127,127,103,32,38
1400000US25017302200,25017302200,"Census Tract 3022, Middlesex County, Massachusetts",74,51,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,74,51,74,51,0,127,0,127,0,127,21,33,0,127,53,40,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017310100,25017310100,"Census Tract 3101, Middlesex County, Massachusetts",1621,180,55,65,55,65,0,127,0,127,55,65,0,127,0,127,0,127,0,127,698,159,683,157,44,57,203,114,112,86,193,81,69,76,62,49,15,25,796,192,758,184,124,83,81,66,64,52,48,50,226,113,215,121,38,59,72,73,72,73,0,127,0,127,35,56,0,127,17,26,20,32,0,127
1400000US25017310200,25017310200,"Census Tract 3102, Middlesex County, Massachusetts",624,158,15,26,15,26,0,127,0,127,0,127,15,26,0,127,0,127,0,127,294,137,294,137,0,127,0,127,53,85,61,80,121,99,59,76,0,127,215,102,215,102,0,127,0,127,0,127,0,127,113,86,102,82,0,127,100,84,100,84,0,127,0,127,0,127,0,127,63,78,37,35,0,127
1400000US25017310300,25017310300,"Census Tract 3103, Middlesex County, Massachusetts",1248,180,52,40,52,40,0,127,17,27,0,127,35,29,0,127,0,127,0,127,237,115,237,115,0,127,17,27,47,45,78,83,67,80,28,32,0,127,567,178,554,175,69,87,0,127,0,127,0,127,270,154,215,104,13,22,392,136,392,136,0,127,32,57,46,70,40,63,41,38,233,95,0,127
1400000US25017310400,25017310400,"Census Tract 3104, Middlesex County, Massachusetts",399,142,29,49,29,49,0,127,29,49,0,127,0,127,0,127,0,127,0,127,124,93,124,93,9,17,36,58,10,15,0,127,69,75,0,127,0,127,85,60,85,60,0,127,0,127,0,127,0,127,73,60,12,19,0,127,161,85,161,85,0,127,9,14,0,127,0,127,0,127,152,84,0,127
1400000US25017310500,25017310500,"Census Tract 3105, Middlesex County, Massachusetts",472,122,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,50,44,50,44,0,127,13,21,0,127,37,38,0,127,0,127,0,127,202,89,202,89,0,127,0,127,0,127,0,127,58,43,144,82,0,127,220,107,206,111,0,127,47,42,0,127,6,15,32,32,121,87,14,24
1400000US25017310601,25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",740,160,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,307,128,307,128,0,127,83,76,21,31,55,40,123,93,25,28,0,127,363,145,363,145,18,29,2,9,19,32,72,55,156,108,96,99,0,127,70,59,55,52,0,127,0,127,0,127,21,33,23,36,11,18,15,23
1400000US25017310602,25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",794,185,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,203,95,190,93,0,127,0,127,37,57,31,36,73,62,49,44,13,22,518,168,518,168,0,127,15,23,93,89,0,127,168,95,242,107,0,127,73,77,27,30,0,127,0,127,0,127,0,127,0,127,27,30,46,71
