Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T100_001,SE_T100_002,SE_T100_003,SE_T100_004,SE_T100_005,SE_T100_006,SE_T100_007,SE_T100_008,SE_T100_009,SE_T100_010,SE_T101_001,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T104_001,SE_T105_001
"250092011001","15000US250092011001","Block Group 1, Census Tract 2011, Essex County, Massachusetts","Block Group 1, Census Tract 2011, Essex County, Massachusetts","ma","150","00","ACSSF","0003139",,,,,"25","009",,,,"201100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,22,0,0,8,11,5,19,18,20,34,52,38,0,10,69,11,62557,248,0,0,0,0,35,111,84,18,0,446300,61,0,0,0,17,11,22,11,0,1278,28.1000003814697
"250092011002","15000US250092011002","Block Group 2, Census Tract 2011, Essex County, Massachusetts","Block Group 2, Census Tract 2011, Essex County, Massachusetts","ma","150","00","ACSSF","0003140",,,,,"25","009",,,,"201100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,10,78,50,0,11,0,0,9,0,20,31,31,16,0,19,27,40556,189,0,0,0,0,0,65,71,42,11,603900,104,78,10,0,0,6,10,0,0,264,28.2999992370605
"250092011003","15000US250092011003","Block Group 3, Census Tract 2011, Essex County, Massachusetts","Block Group 3, Census Tract 2011, Essex County, Massachusetts","ma","150","00","ACSSF","0003141",,,,,"25","009",,,,"201100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,27,20,12,7,31,0,9,9,0,18,39,20,50,17,92,40,100875,284,0,0,11,0,29,78,132,0,34,545500,107,0,0,7,27,37,0,23,13,1132,33.9000015258789
"250092011004","15000US250092011004","Block Group 4, Census Tract 2011, Essex County, Massachusetts","Block Group 4, Census Tract 2011, Essex County, Massachusetts","ma","150","00","ACSSF","0003142",,,,,"25","009",,,,"201100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,0,15,11,0,30,10,50,48,46,49,85,42,33,85,55,24,67642,329,7,6,0,0,40,176,78,12,10,415100,254,6,0,29,20,66,96,37,0,1266,28.6000003814697
"250092021011","15000US250092021011","Block Group 1, Census Tract 2021.01, Essex County, Massachusetts","Block Group 1, Census Tract 2021.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003143",,,,,"25","009",,,,"202101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,5,0,0,0,0,5,0,4,16,21,33,53,30,22,44,32,99135,242,0,0,0,0,31,148,32,25,6,441400,23,0,16,0,0,0,0,7,0,,
"250092021012","15000US250092021012","Block Group 2, Census Tract 2021.01, Essex County, Massachusetts","Block Group 2, Census Tract 2021.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003144",,,,,"25","009",,,,"202101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,0,0,0,18,0,4,5,25,33,16,26,38,58,129519,152,0,0,0,0,12,64,65,5,6,500000,71,0,0,0,13,36,22,0,0,1156,16.5
"250092021013","15000US250092021013","Block Group 3, Census Tract 2021.01, Essex County, Massachusetts","Block Group 3, Census Tract 2021.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003145",,,,,"25","009",,,,"202101","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,9,24,0,15,0,0,0,4,16,17,35,59,16,6,61,105000,177,0,0,5,0,21,108,43,0,0,390600,72,0,0,0,17,23,11,21,0,1207,19.2000007629395
"250092021021","15000US250092021021","Block Group 1, Census Tract 2021.02, Essex County, Massachusetts","Block Group 1, Census Tract 2021.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003146",,,,,"25","009",,,,"202102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,27,11,58,53,0,0,11,0,0,0,22,71,98,89,16,50,102500,413,10,0,0,0,34,358,11,0,0,383800,93,11,11,11,0,0,19,41,0,1428,45.9000015258789
"250092021022","15000US250092021022","Block Group 2, Census Tract 2021.02, Essex County, Massachusetts","Block Group 2, Census Tract 2021.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003147",,,,,"25","009",,,,"202102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,31,44,12,28,14,39,0,10,0,39,56,80,10,74,104,9,92639,332,0,14,0,0,153,152,13,0,0,299500,203,12,31,14,12,53,32,49,0,1153,34.0999984741211
"250092021023","15000US250092021023","Block Group 3, Census Tract 2021.02, Essex County, Massachusetts","Block Group 3, Census Tract 2021.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003148",,,,,"25","009",,,,"202102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,20,79,34,26,53,32,46,12,44,93,99,156,92,10,0,34,55833,509,0,0,0,34,334,108,23,0,10,246400,321,0,0,13,20,20,68,168,32,1618,34.7000007629395
"250092021024","15000US250092021024","Block Group 4, Census Tract 2021.02, Essex County, Massachusetts","Block Group 4, Census Tract 2021.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003149",,,,,"25","009",,,,"202102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,11,0,20,0,71,57,0,0,0,12,30,48,36,84,23,7,74821,191,13,0,0,0,111,67,0,0,0,279000,208,0,71,44,0,46,21,10,16,688,27.2000007629395
"250092021025","15000US250092021025","Block Group 5, Census Tract 2021.02, Essex County, Massachusetts","Block Group 5, Census Tract 2021.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003150",,,,,"25","009",,,,"202102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,0,0,10,15,0,0,19,11,0,20,23,0,0,27,38,91477,122,0,0,0,0,12,96,0,14,0,374200,41,0,0,11,0,0,19,11,0,1375,24.2999992370605
"250092022001","15000US250092022001","Block Group 1, Census Tract 2022, Essex County, Massachusetts","Block Group 1, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003151",,,,,"25","009",,,,"202200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,14,0,0,0,0,14,0,0,0,0,0,44,0,96,31,146,155804,345,12,0,0,0,31,131,114,47,10,498900,0,0,0,0,0,0,0,0,0,,
"250092022002","15000US250092022002","Block Group 2, Census Tract 2022, Essex County, Massachusetts","Block Group 2, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003152",,,,,"25","009",,,,"202200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,10,0,0,46,0,0,0,0,0,19,31,0,28,37,16,104,134712,286,0,0,0,0,13,82,60,44,87,700000,5,0,0,0,0,0,5,0,0,,
"250092022003","15000US250092022003","Block Group 3, Census Tract 2022, Essex County, Massachusetts","Block Group 3, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003153",,,,,"25","009",,,,"202200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,0,0,0,0,0,0,0,0,0,8,24,56,15,0,171,222000,274,14,0,0,0,0,10,92,60,98,837500,0,0,0,0,0,0,0,0,0,,
"250092022004","15000US250092022004","Block Group 4, Census Tract 2022, Essex County, Massachusetts","Block Group 4, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003154",,,,,"25","009",,,,"202200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,46,0,0,15,0,41,22,0,18,64,56,80,72,31,55,137,88828,433,0,0,13,0,42,249,54,67,8,428300,188,0,0,0,59,15,66,48,0,1326,37.4000015258789
"250092022005","15000US250092022005","Block Group 5, Census Tract 2022, Essex County, Massachusetts","Block Group 5, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003155",,,,,"25","009",,,,"202200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,0,22,10,13,0,0,0,0,0,31,105,63,42,54,63,107,108947,510,0,13,11,0,15,269,202,0,0,460200,0,0,0,0,0,0,0,0,0,,
"250092022006","15000US250092022006","Block Group 6, Census Tract 2022, Essex County, Massachusetts","Block Group 6, Census Tract 2022, Essex County, Massachusetts","ma","150","00","ACSSF","0003156",,,,,"25","009",,,,"202200","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,38,0,0,0,0,0,0,14,0,22,20,0,25,34,82,147250,197,0,13,10,13,0,88,49,24,0,462500,38,0,0,0,38,0,0,0,0,,
"250092031001","15000US250092031001","Block Group 1, Census Tract 2031, Essex County, Massachusetts","Block Group 1, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003157",,,,,"25","009",,,,"203100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,14,0,0,0,0,0,16,0,15,12,30,65,59,45,0,73,104904,302,14,0,0,27,0,141,107,13,0,472100,27,0,0,0,0,14,13,0,0,,
"250092031002","15000US250092031002","Block Group 2, Census Tract 2031, Essex County, Massachusetts","Block Group 2, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003158",,,,,"25","009",,,,"203100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,13,34,15,0,0,0,12,0,0,27,0,18,135,45,17,58,117545,342,0,0,0,0,0,97,160,46,39,615600,32,0,13,19,0,0,0,0,0,,
"250092031003","15000US250092031003","Block Group 3, Census Tract 2031, Essex County, Massachusetts","Block Group 3, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003159",,,,,"25","009",,,,"203100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,13,0,14,0,0,14,0,0,0,19,26,26,0,14,17,68,86146,198,0,0,0,0,0,62,51,26,59,681400,13,0,0,0,0,13,0,0,0,,
"250092031004","15000US250092031004","Block Group 4, Census Tract 2031, Essex County, Massachusetts","Block Group 4, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003160",,,,,"25","009",,,,"203100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,14,0,0,0,0,0,0,0,15,0,16,11,128,37,109,89,136193,369,0,0,0,0,0,103,106,64,96,692200,36,0,0,0,0,0,0,0,36,,
"250092031005","15000US250092031005","Block Group 5, Census Tract 2031, Essex County, Massachusetts","Block Group 5, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003161",,,,,"25","009",,,,"203100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,0,0,0,0,31,0,15,0,37,0,41,21,38,31,78,135156,292,0,15,0,0,20,98,150,9,0,521700,0,0,0,0,0,0,0,0,0,,
"250092031006","15000US250092031006","Block Group 6, Census Tract 2031, Essex County, Massachusetts","Block Group 6, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003162",,,,,"25","009",,,,"203100","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,0,0,0,0,0,0,0,15,11,0,34,15,26,16,54,70,158173,214,0,0,0,0,40,67,58,14,35,500000,11,0,0,0,0,0,0,11,0,,
"250092031007","15000US250092031007","Block Group 7, Census Tract 2031, Essex County, Massachusetts","Block Group 7, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003163",,,,,"25","009",,,,"203100","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,0,0,0,0,14,14,15,0,0,15,41,81,37,9,50,121250,261,0,0,0,0,0,77,164,9,11,581600,15,0,0,0,0,0,0,0,15,,
"250092031008","15000US250092031008","Block Group 8, Census Tract 2031, Essex County, Massachusetts","Block Group 8, Census Tract 2031, Essex County, Massachusetts","ma","150","00","ACSSF","0003164",,,,,"25","009",,,,"203100","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,5,0,12,13,13,0,0,0,0,0,6,16,33,0,59,30,123750,182,0,0,0,0,0,62,120,0,0,560400,5,0,0,0,0,0,5,0,0,,
"250092032001","15000US250092032001","Block Group 1, Census Tract 2032, Essex County, Massachusetts","Block Group 1, Census Tract 2032, Essex County, Massachusetts","ma","150","00","ACSSF","0003165",,,,,"25","009",,,,"203200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,7,8,0,0,10,0,10,25,40,49,7,63,10,16,32,154,97176,421,7,0,0,11,15,9,48,87,244,1000001,0,0,0,0,0,0,0,0,0,,
"250092032002","15000US250092032002","Block Group 2, Census Tract 2032, Essex County, Massachusetts","Block Group 2, Census Tract 2032, Essex County, Massachusetts","ma","150","00","ACSSF","0003166",,,,,"25","009",,,,"203200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,17,0,0,0,18,16,11,0,0,27,8,36,32,36,42,65,113889,214,9,0,23,0,8,58,66,32,18,534100,94,0,0,0,6,11,0,46,31,1826,19.2999992370605
"250092032003","15000US250092032003","Block Group 3, Census Tract 2032, Essex County, Massachusetts","Block Group 3, Census Tract 2032, Essex County, Massachusetts","ma","150","00","ACSSF","0003167",,,,,"25","009",,,,"203200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,18,0,7,7,10,49,0,35,8,44,32,41,43,9,30,26,60469,250,0,0,14,49,24,58,95,10,0,439400,109,0,14,28,25,34,0,0,8,850,31.3999996185303
"250092032004","15000US250092032004","Block Group 4, Census Tract 2032, Essex County, Massachusetts","Block Group 4, Census Tract 2032, Essex County, Massachusetts","ma","150","00","ACSSF","0003168",,,,,"25","009",,,,"203200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,12,0,0,0,0,36,0,10,9,7,25,64,37,39,58,67,111250,312,9,0,7,0,0,165,131,0,0,467900,52,0,0,0,0,27,11,7,7,1241,40.4000015258789
"250092032005","15000US250092032005","Block Group 5, Census Tract 2032, Essex County, Massachusetts","Block Group 5, Census Tract 2032, Essex County, Massachusetts","ma","150","00","ACSSF","0003169",,,,,"25","009",,,,"203200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,18,10,10,0,7,34,0,0,7,20,19,41,51,25,62,93,114861,359,0,9,10,10,7,76,141,56,50,619700,38,0,0,0,16,0,6,0,16,1375,32.5
"250092033011","15000US250092033011","Block Group 1, Census Tract 2033.01, Essex County, Massachusetts","Block Group 1, Census Tract 2033.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003170",,,,,"25","009",,,,"203301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,39,0,0,14,12,7,0,0,7,18,162,25,39,15,4,42,66694,198,0,0,9,0,12,24,83,15,55,662700,186,0,0,7,44,91,5,32,7,1115,22
"250092033012","15000US250092033012","Block Group 2, Census Tract 2033.01, Essex County, Massachusetts","Block Group 2, Census Tract 2033.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003171",,,,,"25","009",,,,"203301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,74,103,21,14,17,42,25,34,7,66,50,100,42,60,89,146,69333,647,0,0,0,0,16,359,188,63,21,475100,243,66,10,0,32,40,39,0,56,1084,32.9000015258789
"250092033013","15000US250092033013","Block Group 3, Census Tract 2033.01, Essex County, Massachusetts","Block Group 3, Census Tract 2033.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003172",,,,,"25","009",,,,"203301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,0,7,0,0,0,22,0,0,27,55,34,56,36,15,87,118375,208,5,0,0,0,38,106,47,12,0,357500,124,0,0,25,22,26,0,43,8,1144,23.6000003814697
"250092033014","15000US250092033014","Block Group 4, Census Tract 2033.01, Essex County, Massachusetts","Block Group 4, Census Tract 2033.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003173",,,,,"25","009",,,,"203301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,8,0,0,22,26,0,22,0,0,13,25,38,21,39,70,112857,253,0,0,0,0,32,66,134,13,8,553200,31,0,0,0,0,0,13,12,6,1604,24
"250092033021","15000US250092033021","Block Group 1, Census Tract 2033.02, Essex County, Massachusetts","Block Group 1, Census Tract 2033.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003174",,,,,"25","009",,,,"203302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,14,0,16,18,35,67,47,30,13,24,36,18,16,43,90,131,67375,449,13,0,0,0,16,151,96,118,55,615900,149,0,0,35,0,66,13,35,0,1150,36.7000007629395
"250092033022","15000US250092033022","Block Group 2, Census Tract 2033.02, Essex County, Massachusetts","Block Group 2, Census Tract 2033.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003175",,,,,"25","009",,,,"203302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,65,15,79,66,32,36,0,43,24,27,104,106,110,50,43,194,78438,793,29,0,14,0,72,357,169,59,93,459400,201,15,65,15,19,0,0,48,39,929,27.7000007629395
"250092033023","15000US250092033023","Block Group 3, Census Tract 2033.02, Essex County, Massachusetts","Block Group 3, Census Tract 2033.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003176",,,,,"25","009",,,,"203302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,19,17,0,0,0,0,0,12,17,34,27,161,37,17,43,66,87241,221,0,0,0,0,13,36,132,28,12,616500,229,0,0,0,12,34,77,72,34,1472,23
"250092041011","15000US250092041011","Block Group 1, Census Tract 2041.01, Essex County, Massachusetts","Block Group 1, Census Tract 2041.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003177",,,,,"25","009",,,,"204101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,0,0,7,31,16,33,30,0,22,38,96,62,70,60,30,53,77857,410,0,0,0,0,102,261,30,8,9,359900,123,0,0,9,18,62,7,19,8,1139,21.7000007629395
"250092041012","15000US250092041012","Block Group 2, Census Tract 2041.01, Essex County, Massachusetts","Block Group 2, Census Tract 2041.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003178",,,,,"25","009",,,,"204101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,104,9,47,6,8,24,16,32,0,50,10,53,24,9,21,0,37656,122,13,0,0,0,45,49,15,0,0,309100,291,40,36,18,69,88,33,7,0,966,26.5
"250092041013","15000US250092041013","Block Group 3, Census Tract 2041.01, Essex County, Massachusetts","Block Group 3, Census Tract 2041.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003179",,,,,"25","009",,,,"204101","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,40,41,8,10,39,18,21,9,78,54,44,53,85,15,22,36,51372,237,0,0,0,16,127,79,6,9,0,276400,336,11,44,10,63,134,58,8,8,1075,28.6000003814697
"250092041014","15000US250092041014","Block Group 4, Census Tract 2041.01, Essex County, Massachusetts","Block Group 4, Census Tract 2041.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003180",,,,,"25","009",,,,"204101","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,9,26,0,25,0,9,9,8,15,16,40,50,41,10,0,9,66083,140,0,0,0,7,50,69,0,14,0,331000,127,0,0,0,10,33,56,28,0,1342,46.0999984741211
"250092041021","15000US250092041021","Block Group 1, Census Tract 2041.02, Essex County, Massachusetts","Block Group 1, Census Tract 2041.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003181",,,,,"25","009",,,,"204102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,18,70,63,76,38,18,62,16,26,96,166,140,59,146,24,57,63528,558,17,0,0,21,236,239,35,0,10,303400,509,26,19,55,107,143,14,78,67,1083,27.2999992370605
"250092041022","15000US250092041022","Block Group 2, Census Tract 2041.02, Essex County, Massachusetts","Block Group 2, Census Tract 2041.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003182",,,,,"25","009",,,,"204102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,17,16,34,61,17,36,16,21,16,54,65,151,133,109,80,33,84955,755,16,0,9,8,365,326,7,8,16,292500,104,0,0,8,21,40,25,10,0,1144,20.2999992370605
"250092042001","15000US250092042001","Block Group 1, Census Tract 2042, Essex County, Massachusetts","Block Group 1, Census Tract 2042, Essex County, Massachusetts","ma","150","00","ACSSF","0003183",,,,,"25","009",,,,"204200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,26,84,104,16,24,0,15,14,0,37,83,73,202,23,0,26,65481,325,0,106,12,18,129,44,0,0,16,173700,402,28,26,82,59,77,75,55,0,1019,22.7999992370605
"250092042002","15000US250092042002","Block Group 2, Census Tract 2042, Essex County, Massachusetts","Block Group 2, Census Tract 2042, Essex County, Massachusetts","ma","150","00","ACSSF","0003184",,,,,"25","009",,,,"204200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,96,165,0,14,18,12,0,33,0,32,0,0,0,17,0,0,12344,16,0,0,0,0,16,0,0,0,0,,314,46,40,50,57,76,16,29,0,837,50
"250092042003","15000US250092042003","Block Group 3, Census Tract 2042, Essex County, Massachusetts","Block Group 3, Census Tract 2042, Essex County, Massachusetts","ma","150","00","ACSSF","0003185",,,,,"25","009",,,,"204200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,44,114,27,18,8,72,77,8,15,58,76,48,14,33,49,0,36915,193,0,0,0,0,128,65,0,0,0,275800,468,89,52,57,70,95,37,68,0,851,30.6000003814697
"250092042004","15000US250092042004","Block Group 4, Census Tract 2042, Essex County, Massachusetts","Block Group 4, Census Tract 2042, Essex County, Massachusetts","ma","150","00","ACSSF","0003186",,,,,"25","009",,,,"204200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,21,0,16,58,13,16,14,0,0,38,54,42,26,0,59,0,67868,221,0,0,17,0,41,138,0,14,11,347300,136,44,0,0,0,61,15,16,0,1098,14.6999998092651
"250092042005","15000US250092042005","Block Group 5, Census Tract 2042, Essex County, Massachusetts","Block Group 5, Census Tract 2042, Essex County, Massachusetts","ma","150","00","ACSSF","0003187",,,,,"25","009",,,,"204200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,32,55,0,16,0,0,26,12,0,9,0,32,13,0,115,61,105673,224,0,0,0,0,41,60,94,14,15,529300,147,0,39,9,16,26,45,12,0,1091,43.2999992370605
"250092043001","15000US250092043001","Block Group 1, Census Tract 2043, Essex County, Massachusetts","Block Group 1, Census Tract 2043, Essex County, Massachusetts","ma","150","00","ACSSF","0003188",,,,,"25","009",,,,"204300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,58,44,40,74,41,0,9,0,16,61,116,165,19,15,26,27,61563,274,0,0,0,14,192,60,8,0,0,254600,437,47,29,3,71,161,83,26,17,1106,27.7000007629395
"250092043002","15000US250092043002","Block Group 2, Census Tract 2043, Essex County, Massachusetts","Block Group 2, Census Tract 2043, Essex County, Massachusetts","ma","150","00","ACSSF","0003189",,,,,"25","009",,,,"204300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,50,70,27,29,18,73,52,65,54,39,59,6,5,12,9,0,36012,60,0,0,9,11,35,5,0,0,0,210000,474,7,63,47,131,140,34,30,22,990,34.4000015258789
"250092043003","15000US250092043003","Block Group 3, Census Tract 2043, Essex County, Massachusetts","Block Group 3, Census Tract 2043, Essex County, Massachusetts","ma","150","00","ACSSF","0003190",,,,,"25","009",,,,"204300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,42,15,50,51,10,37,13,16,25,45,66,23,11,0,0,0,34674,102,0,0,0,18,0,58,13,0,13,382500,302,21,124,35,72,41,9,0,0,638,35.4000015258789
"250092044001","15000US250092044001","Block Group 1, Census Tract 2044, Essex County, Massachusetts","Block Group 1, Census Tract 2044, Essex County, Massachusetts","ma","150","00","ACSSF","0003191",,,,,"25","009",,,,"204400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,0,0,5,0,0,0,26,0,26,19,77,48,0,27,24,93800,234,0,0,0,0,32,125,58,10,9,446700,18,0,0,0,10,0,8,0,0,,
"250092044002","15000US250092044002","Block Group 2, Census Tract 2044, Essex County, Massachusetts","Block Group 2, Census Tract 2044, Essex County, Massachusetts","ma","150","00","ACSSF","0003192",,,,,"25","009",,,,"204400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,33,0,34,38,0,0,42,0,9,35,102,106,20,10,36,35,64779,307,0,0,17,0,189,80,21,0,0,248700,184,0,0,0,12,57,115,0,0,1300,50
"250092044003","15000US250092044003","Block Group 3, Census Tract 2044, Essex County, Massachusetts","Block Group 3, Census Tract 2044, Essex County, Massachusetts","ma","150","00","ACSSF","0003193",,,,,"25","009",,,,"204400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,17,6,27,0,22,13,11,9,9,36,21,24,22,53,8,19,59875,142,0,0,10,9,68,41,6,8,0,276500,155,0,27,0,9,73,21,25,0,1142,24.2000007629395
"250092044004","15000US250092044004","Block Group 4, Census Tract 2044, Essex County, Massachusetts","Block Group 4, Census Tract 2044, Essex County, Massachusetts","ma","150","00","ACSSF","0003194",,,,,"25","009",,,,"204400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,74,42,54,9,6,54,64,18,29,7,57,72,8,27,26,38,39539,289,6,0,0,32,134,85,11,21,0,281700,296,25,8,21,94,63,20,65,0,1000,34
"250092045001","15000US250092045001","Block Group 1, Census Tract 2045, Essex County, Massachusetts","Block Group 1, Census Tract 2045, Essex County, Massachusetts","ma","150","00","ACSSF","0003195",,,,,"25","009",,,,"204500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,28,0,0,0,16,9,8,26,56,21,127,134,16,29,15,0,65030,276,0,7,20,32,135,70,12,0,0,240800,209,0,10,17,9,125,37,11,0,1137,23.5
"250092045002","15000US250092045002","Block Group 2, Census Tract 2045, Essex County, Massachusetts","Block Group 2, Census Tract 2045, Essex County, Massachusetts","ma","150","00","ACSSF","0003196",,,,,"25","009",,,,"204500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,47,21,30,36,30,7,9,38,0,37,29,187,127,63,18,9,84167,158,0,0,0,19,90,39,10,0,0,248900,530,0,63,19,27,58,54,200,109,1610,22.7999992370605
