Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T080_001,SE_T080_002,SE_T080_003,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T103_001,SE_T103_002,SE_T103_003,SE_T103_004,SE_T103_005,SE_T103_006,SE_T104_001
"25009000000","14000US25009000000","Census Tract 0, Essex County, Massachusetts","Census Tract 0, Essex County, Massachusetts","ma","140","00","ACSSF","0003589",,,,,"25","009",,,,"000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"25009201100","14000US25009201100","Census Tract 2011, Essex County, Massachusetts","Census Tract 2011, Essex County, Massachusetts","ma","140","00","ACSSF","0003590",,,,,"25","009",,,,"201100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602,3511,11,0,35,0,34,11,3602,3547,3490,11,0,35,0,0,11,55,21,0,0,0,0,34,0,1514,59,50,50,58,64,50,32,57,56,72,119,170,162,137,146,232,90406,90406,89813,,,,,,,,89813,1514,0,1514,397,8,1,15,40,82,100,114,37,425,0,255,71,71,28,1389
"25009202100","14000US25009202100","Census Tract 2021, Essex County, Massachusetts","Census Tract 2021, Essex County, Massachusetts","ma","140","00","ACSSF","0003591",,,,,"25","009",,,,"202100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8302,7817,117,0,131,0,189,48,8302,8252,7791,117,0,131,0,165,48,50,26,0,0,0,0,24,0,3259,238,98,100,122,111,97,95,47,41,109,265,464,384,289,349,451,93383,93383,94000,,,187408,,85831,,2762,92577,3259,57,3202,686,86,43,26,81,106,70,159,115,700,14,387,126,144,29,1252
"25009202200","14000US25009202200","Census Tract 2022, Essex County, Massachusetts","Census Tract 2022, Essex County, Massachusetts","ma","140","00","ACSSF","0003592",,,,,"25","009",,,,"202200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5695,5471,21,50,92,0,45,16,5695,5525,5366,21,0,92,0,30,16,170,105,0,50,0,0,15,0,2220,100,21,31,39,78,86,21,38,82,92,108,289,329,213,161,533,106288,106288,107458,,,96510,,,,124876,105225,2220,0,2220,325,0,0,18,29,74,99,72,32,339,0,118,90,103,28,1351
"25009203100","14000US25009203100","Census Tract 2031, Essex County, Massachusetts","Census Tract 2031, Essex County, Massachusetts","ma","140","00","ACSSF","0003593",,,,,"25","009",,,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7029,6785,116,0,30,0,40,58,7029,6882,6702,116,0,30,0,0,34,147,83,0,0,0,0,40,24,2371,78,64,23,16,25,35,49,35,57,62,99,280,320,267,378,585,127212,127212,128226,,,82352,,,,,128226,2371,16,2355,146,18,2,0,5,14,22,19,67,209,0,53,42,31,83,1606
"25009203200","14000US25009203200","Census Tract 2032, Essex County, Massachusetts","Census Tract 2032, Essex County, Massachusetts","ma","140","00","ACSSF","0003594",,,,,"25","009",,,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4407,4234,0,0,97,20,56,0,4407,4347,4174,0,0,97,20,56,0,60,60,0,0,0,0,0,0,1779,111,34,22,14,42,58,29,49,20,83,106,146,172,161,238,494,117951,117951,121179,,,70837,,,,136793,121179,1779,8,1771,334,69,24,14,33,53,42,51,48,346,14,126,101,48,57,1120
"25009203300","14000US25009203300","Census Tract 2033, Essex County, Massachusetts","Census Tract 2033, Essex County, Massachusetts","ma","140","00","ACSSF","0003595",,,,,"25","009",,,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434,8264,0,42,45,0,28,55,8434,8292,8150,0,42,45,0,0,55,142,114,0,0,0,0,28,0,3944,113,123,167,125,126,146,115,171,83,346,352,490,358,234,330,664,81485,81485,82030,,,,,,185943,78332,82562,3944,56,3888,1183,79,78,46,174,277,167,177,185,1208,28,668,318,169,25,1182
"25009204101","14000US25009204101","Census Tract 2041.01, Essex County, Massachusetts","Census Tract 2041.01, Essex County, Massachusetts","ma","140","00","ACSSF","0003596",,,,,"25","009",,,,"204101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122,4566,73,0,47,0,377,59,5122,4242,4132,17,0,47,0,11,35,880,434,56,0,0,0,366,24,1827,89,114,112,44,29,80,102,80,71,127,241,272,163,126,117,60,62236,62236,64389,15890,,133711,,57782,16063,35548,67074,1827,32,1795,955,17,75,68,156,207,154,192,86,955,0,454,236,265,0,1179
"25009204102","14000US25009204102","Census Tract 2041.02, Essex County, Massachusetts","Census Tract 2041.02, Essex County, Massachusetts","ma","140","00","ACSSF","0003597",,,,,"25","009",,,,"204102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,4102,142,0,94,0,130,18,4486,4160,3956,110,0,94,0,0,0,326,146,32,0,0,0,130,18,1862,100,48,47,50,74,106,106,89,84,104,152,214,246,207,145,92,72680,72680,80319,30222,,257235,,,,28556,80832,1862,68,1794,422,50,27,58,66,67,47,60,47,432,12,272,85,44,19,975
"25009204200","14000US25009204200","Census Tract 2042, Essex County, Massachusetts","Census Tract 2042, Essex County, Massachusetts","ma","140","00","ACSSF","0003598",,,,,"25","009",,,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294,4410,343,0,91,0,349,101,5294,4362,3745,318,0,91,0,127,81,932,665,25,0,0,0,222,20,2401,216,155,138,154,154,132,106,41,77,223,270,207,183,141,96,108,51677,51677,54908,23434,,139095,,34513,44282,21593,58420,2401,42,2359,1480,126,274,135,161,253,243,220,68,1490,56,634,468,302,30,1020
"25009204300","14000US25009204300","Census Tract 2043, Essex County, Massachusetts","Census Tract 2043, Essex County, Massachusetts","ma","140","00","ACSSF","0003599",,,,,"25","009",,,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,1885,349,12,133,0,983,244,3606,1946,1554,85,0,133,0,83,91,1660,331,264,12,0,0,900,153,1513,191,173,85,105,117,64,44,31,1,77,128,148,115,78,87,68,37254,37254,61488,57627,,80706,,22799,26222,25758,60390,1513,49,1464,1014,53,103,97,215,229,141,147,29,1067,30,326,239,419,53,1037
"25009204400","14000US25009204400","Census Tract 2044, Essex County, Massachusetts","Census Tract 2044, Essex County, Massachusetts","ma","140","00","ACSSF","0003600",,,,,"25","009",,,,"204400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113,2892,22,7,12,0,180,0,3113,2926,2885,22,7,12,0,0,0,187,7,0,0,0,0,180,0,1575,86,63,61,64,55,47,54,49,61,172,195,217,142,98,111,101,63630,63630,66905,39281,,,,60065,,60065,66905,1575,35,1540,633,31,50,63,92,104,129,145,20,653,0,377,126,130,20,1183
"25009204500","14000US25009204500","Census Tract 2045, Essex County, Massachusetts","Census Tract 2045, Essex County, Massachusetts","ma","140","00","ACSSF","0003601",,,,,"25","009",,,,"204500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,2950,138,0,145,0,0,58,3291,3126,2923,0,0,145,0,0,58,165,27,138,0,0,0,0,0,1574,61,52,44,56,81,109,108,55,100,65,133,182,134,134,158,102,68237,68237,69225,29641,,57907,,,,72838,66536,1574,0,1574,809,69,67,48,73,110,82,213,147,839,42,352,233,182,30,1336
"25009204600","14000US25009204600","Census Tract 2046, Essex County, Massachusetts","Census Tract 2046, Essex County, Massachusetts","ma","140","00","ACSSF","0003602",,,,,"25","009",,,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4785,4406,102,0,0,0,246,31,4785,4360,4242,102,0,0,0,0,16,425,164,0,0,0,0,246,15,2081,95,81,92,75,70,83,80,83,140,96,213,325,235,175,146,90,71071,71071,69690,133857,,,,102335,,101449,70042,2081,6,2075,741,8,68,28,113,155,145,156,68,756,79,325,134,166,52,1245
"25009204701","14000US25009204701","Census Tract 2047.01, Essex County, Massachusetts","Census Tract 2047.01, Essex County, Massachusetts","ma","140","00","ACSSF","0003603",,,,,"25","009",,,,"204701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,4319,314,97,73,45,428,227,5503,4751,4174,208,25,73,0,44,227,752,145,106,72,0,45,384,0,2379,184,124,121,112,136,156,126,111,19,73,225,407,243,119,96,127,65297,65297,71597,42247,72542,,,30983,24571,24144,78198,2379,100,2279,1042,108,170,53,155,213,148,159,35,1105,26,386,376,238,79,1047
"25009204702","14000US25009204702","Census Tract 2047.02, Essex County, Massachusetts","Census Tract 2047.02, Essex County, Massachusetts","ma","140","00","ACSSF","0003604",,,,,"25","009",,,,"204702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6381,5595,519,22,42,0,82,121,6381,5588,5090,297,0,42,0,38,121,793,505,222,22,0,0,44,0,2284,66,91,81,87,88,58,47,115,151,156,152,467,376,205,110,32,74430,74430,82773,44408,,,,,,95376,79056,2284,55,2229,916,0,89,39,124,252,230,162,21,1000,41,364,375,136,84,1205
"25009205100","14000US25009205100","Census Tract 2051, Essex County, Massachusetts","Census Tract 2051, Essex County, Massachusetts","ma","140","00","ACSSF","0003605",,,,,"25","009",,,,"205100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320,4395,626,22,56,0,71,150,5320,4707,3975,626,0,56,0,11,39,613,420,0,22,0,0,60,111,1984,121,39,51,146,135,41,23,56,193,96,186,293,224,153,162,66,68002,68002,78247,49144,,,,,,26233,78603,1984,42,1942,388,62,7,20,43,89,103,64,0,388,0,155,64,169,0,1185
"25009205200","14000US25009205200","Census Tract 2052, Essex County, Massachusetts","Census Tract 2052, Essex County, Massachusetts","ma","140","00","ACSSF","0003606",,,,,"25","009",,,,"205200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5166,4514,428,0,55,0,70,99,5166,4547,4031,362,0,55,0,0,99,619,483,66,0,0,0,70,0,2040,100,48,76,90,149,186,103,37,32,181,198,283,217,133,104,103,63974,63974,64069,84655,,,,,32669,51497,64424,2040,116,1924,616,112,50,17,50,160,151,68,7,626,78,254,160,124,10,1150
"25009205300","14000US25009205300","Census Tract 2053, Essex County, Massachusetts","Census Tract 2053, Essex County, Massachusetts","ma","140","00","ACSSF","0003607",,,,,"25","009",,,,"205300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609,4315,136,4,45,0,83,26,4609,4356,4158,136,4,45,0,0,13,253,157,0,0,0,0,83,13,1608,72,41,30,47,59,42,26,51,84,96,203,313,208,131,128,77,77923,77923,79169,,,,,49915,,51815,78740,1608,0,1608,214,0,0,8,24,60,43,42,37,238,0,57,97,60,24,1300
"25009205400","14000US25009205400","Census Tract 2054, Essex County, Massachusetts","Census Tract 2054, Essex County, Massachusetts","ma","140","00","ACSSF","0003608",,,,,"25","009",,,,"205400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672,4391,105,7,129,0,0,40,4672,4533,4283,81,0,129,0,0,40,139,108,24,7,0,0,0,0,1617,106,54,43,24,25,31,24,54,89,53,178,249,222,198,136,131,83251,83251,81824,135296,,55788,,,,116811,82123,1617,8,1609,38,0,0,0,14,13,5,6,0,62,0,9,11,18,24,1072
"25009205500","14000US25009205500","Census Tract 2055, Essex County, Massachusetts","Census Tract 2055, Essex County, Massachusetts","ma","140","00","ACSSF","0003609",,,,,"25","009",,,,"205500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910,3271,602,0,126,0,642,269,4910,2825,2262,432,0,126,0,0,5,2085,1009,170,0,0,0,642,264,1493,128,50,58,56,42,64,97,69,137,160,165,194,128,60,43,43,52069,52069,51930,67113,,2762,,44719,59553,55557,49998,1493,113,1380,630,58,27,23,90,154,139,119,20,630,59,231,126,154,60,1183
"25009205600","14000US25009205600","Census Tract 2056, Essex County, Massachusetts","Census Tract 2056, Essex County, Massachusetts","ma","140","00","ACSSF","0003610",,,,,"25","009",,,,"205600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746,3056,282,0,250,0,130,28,3746,3211,2665,282,0,250,0,0,14,535,391,0,0,0,0,130,14,1499,209,92,77,69,54,65,90,46,57,121,143,196,146,86,16,31,49315,49315,49871,37307,,8751,,84287,41452,37543,51366,1499,27,1472,767,99,238,94,87,126,72,28,23,767,35,311,250,160,11,658
"25009205700","14000US25009205700","Census Tract 2057, Essex County, Massachusetts","Census Tract 2057, Essex County, Massachusetts","ma","140","00","ACSSF","0003611",,,,,"25","009",,,,"205700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551,3796,399,0,250,0,57,49,4551,3718,3020,399,0,250,0,0,49,833,776,0,0,0,0,57,0,1589,112,40,11,87,110,52,31,50,100,145,230,230,156,115,97,22,60931,60931,60773,135509,,59857,,10551,,68789,57282,1589,24,1565,401,0,0,5,72,123,101,86,15,453,0,209,56,104,84,1251
"25009205800","14000US25009205800","Census Tract 2058, Essex County, Massachusetts","Census Tract 2058, Essex County, Massachusetts","ma","140","00","ACSSF","0003612",,,,,"25","009",,,,"205800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069,1986,292,0,39,0,307,445,3069,1645,1335,271,0,39,0,0,0,1424,651,21,0,0,0,307,445,1061,69,31,72,56,53,69,73,130,10,106,93,131,98,27,25,16,43533,43533,53456,56106,,63937,,41782,28944,35264,55364,1061,32,1029,497,36,11,35,85,127,96,83,24,524,16,112,168,181,47,1153
"25009205900","14000US25009205900","Census Tract 2059, Essex County, Massachusetts","Census Tract 2059, Essex County, Massachusetts","ma","140","00","ACSSF","0003613",,,,,"25","009",,,,"205900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4241,2857,533,0,82,0,526,243,4241,3018,2543,379,0,82,0,0,14,1223,314,154,0,0,0,526,229,1452,47,53,41,79,103,76,85,203,163,97,115,165,125,55,31,16,45529,45529,49052,46214,,88893,,34199,39858,39628,49112,1452,41,1411,659,34,47,36,107,178,143,100,14,673,48,208,259,144,14,1139
"25009206000","14000US25009206000","Census Tract 2060, Essex County, Massachusetts","Census Tract 2060, Essex County, Massachusetts","ma","140","00","ACSSF","0003614",,,,,"25","009",,,,"206000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983,1755,359,0,394,0,406,69,2983,1820,1095,331,0,394,0,0,0,1163,660,28,0,0,0,406,69,873,128,70,52,31,34,71,85,16,26,47,50,109,82,45,26,0,37188,37188,34478,15809,,96229,,45321,10363,46596,30111,873,122,751,608,41,25,50,129,166,119,76,3,626,25,192,107,235,67,1062
"25009206100","14000US25009206100","Census Tract 2061, Essex County, Massachusetts","Census Tract 2061, Essex County, Massachusetts","ma","140","00","ACSSF","0003615",,,,,"25","009",,,,"206100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,1352,1077,0,543,0,663,16,3651,2222,741,897,0,543,0,25,16,1429,611,180,0,0,0,638,0,1218,307,129,93,51,47,70,70,66,51,28,77,92,71,48,6,10,30872,30872,13702,35136,,67174,,25866,,21072,13963,1218,71,1147,1025,183,123,152,178,183,92,69,45,1025,46,380,110,417,72,863
"25009206200","14000US25009206200","Census Tract 2062, Essex County, Massachusetts","Census Tract 2062, Essex County, Massachusetts","ma","140","00","ACSSF","0003616",,,,,"25","009",,,,"206200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025,3229,698,0,390,0,379,329,5025,2304,1307,573,0,390,0,0,34,2721,1922,125,0,0,0,379,295,1566,201,81,85,114,112,108,124,87,26,198,149,125,87,40,25,4,38250,38250,43120,31953,,50061,,33008,,42573,40197,1566,116,1450,1076,51,63,137,211,216,155,185,58,1096,28,319,311,348,90,1042
"25009206300","14000US25009206300","Census Tract 2063, Essex County, Massachusetts","Census Tract 2063, Essex County, Massachusetts","ma","140","00","ACSSF","0003617",,,,,"25","009",,,,"206300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,1856,852,0,260,0,363,240,3571,2386,1305,667,0,260,0,18,136,1185,551,185,0,0,0,345,104,1176,180,122,81,68,54,43,55,40,20,146,142,103,46,29,35,13,38312,38312,43074,53267,,15107,,42779,20554,27682,52999,1176,69,1107,618,84,117,86,88,106,69,42,26,654,0,202,126,261,65,838
"25009206400","14000US25009206400","Census Tract 2064, Essex County, Massachusetts","Census Tract 2064, Essex County, Massachusetts","ma","140","00","ACSSF","0003618",,,,,"25","009",,,,"206400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845,3572,883,0,25,0,127,238,4845,3795,2972,574,0,25,0,92,132,1050,600,309,0,0,0,35,106,1774,110,41,73,53,46,64,89,185,67,140,296,268,152,91,75,25,61477,61477,57661,61908,,,,89732,100240,62307,55709,1774,60,1714,407,11,1,21,62,124,122,67,0,462,0,170,142,95,55,1221
"25009206500","14000US25009206500","Census Tract 2065, Essex County, Massachusetts","Census Tract 2065, Essex County, Massachusetts","ma","140","00","ACSSF","0003619",,,,,"25","009",,,,"206500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,2223,685,16,135,0,172,99,3330,1677,1105,409,16,125,0,0,22,1653,1118,276,0,10,0,172,77,982,185,77,77,65,32,10,20,33,8,111,164,87,52,31,13,14,40860,40860,61834,8636,,49743,,63915,,40708,56307,982,59,923,612,54,68,103,77,113,133,63,0,630,21,219,121,251,18,983
"25009206600","14000US25009206600","Census Tract 2066, Essex County, Massachusetts","Census Tract 2066, Essex County, Massachusetts","ma","140","00","ACSSF","0003620",,,,,"25","009",,,,"206600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784,3131,553,7,525,0,439,129,4784,3600,2634,391,7,525,0,0,43,1184,497,162,0,0,0,439,86,1994,146,189,101,70,131,130,41,50,84,328,187,187,119,77,80,76,52650,52650,53119,28452,,70953,,58065,61647,59673,51290,1994,34,1960,1183,76,87,42,253,381,213,115,16,1183,11,643,224,305,0,1058
"25009206700","14000US25009206700","Census Tract 2067, Essex County, Massachusetts","Census Tract 2067, Essex County, Massachusetts","ma","140","00","ACSSF","0003621",,,,,"25","009",,,,"206700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595,2397,662,13,179,0,297,47,3595,2977,2175,588,0,167,0,0,47,618,222,74,13,12,0,297,0,1788,331,128,124,82,84,113,79,72,145,145,114,100,109,91,29,40,37089,37089,42966,21792,,2762,,46202,97337,39221,43130,1788,63,1725,1077,188,127,91,221,255,112,67,16,1127,35,407,247,354,84,958
"25009206800","14000US25009206800","Census Tract 2068, Essex County, Massachusetts","Census Tract 2068, Essex County, Massachusetts","ma","140","00","ACSSF","0003622",,,,,"25","009",,,,"206800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256,1668,844,0,164,0,305,275,3256,2123,1178,706,0,125,0,10,104,1133,490,138,0,39,0,295,171,1529,408,168,170,106,70,90,68,38,81,54,83,51,46,47,26,22,20160,20160,21302,22108,,11883,,14194,47617,15637,21704,1529,100,1429,1177,292,174,167,185,183,122,54,0,1230,31,313,471,309,106,717
"25009206900","14000US25009206900","Census Tract 2069, Essex County, Massachusetts","Census Tract 2069, Essex County, Massachusetts","ma","140","00","ACSSF","0003623",,,,,"25","009",,,,"206900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,2681,578,0,92,0,240,425,4016,3030,2342,464,0,92,0,0,132,986,339,114,0,0,0,240,293,2095,718,258,153,100,97,81,44,86,45,46,110,129,83,68,55,23,16547,16547,17473,21164,,63487,,13305,13521,18405,14420,2095,169,1926,1620,462,217,169,286,263,105,84,34,1667,90,647,346,444,140,775
"25009207000","14000US25009207000","Census Tract 2070, Essex County, Massachusetts","Census Tract 2070, Essex County, Massachusetts","ma","140","00","ACSSF","0003624",,,,,"25","009",,,,"207000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,896,323,0,0,0,402,319,1940,1132,810,262,0,0,0,0,60,808,86,61,0,0,0,402,259,891,193,87,68,96,93,56,42,23,11,30,59,92,31,0,0,11,23963,23963,18912,23669,,,,24448,81013,36233,20675,891,85,806,746,156,146,105,97,140,93,9,0,774,23,314,157,233,47,775
"25009207100","14000US25009207100","Census Tract 2071, Essex County, Massachusetts","Census Tract 2071, Essex County, Massachusetts","ma","140","00","ACSSF","0003625",,,,,"25","009",,,,"207100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,1808,372,0,713,0,591,43,3527,1680,552,372,0,713,0,0,43,1847,1256,0,0,0,0,591,0,1138,119,69,122,106,58,55,76,62,43,60,154,116,39,33,21,7,37608,37608,30076,52230,,61239,,46518,15960,34247,39198,1138,139,999,696,19,67,56,122,162,140,119,12,696,7,197,174,318,0,1101
"25009207200","14000US25009207200","Census Tract 2072, Essex County, Massachusetts","Census Tract 2072, Essex County, Massachusetts","ma","140","00","ACSSF","0003626",,,,,"25","009",,,,"207200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406,1338,644,0,171,0,200,53,2406,1739,1037,502,0,171,0,16,13,667,301,142,0,0,0,184,40,1030,230,89,114,67,36,54,46,39,52,120,51,66,52,13,0,0,27929,27929,19216,28289,,62844,,29569,,40338,17127,1030,92,938,887,85,165,88,103,154,125,126,42,897,31,334,283,172,77,958
"25009208101","14000US25009208101","Census Tract 2081.01, Essex County, Massachusetts","Census Tract 2081.01, Essex County, Massachusetts","ma","140","00","ACSSF","0003627",,,,,"25","009",,,,"208101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019,4673,126,18,0,0,145,57,5019,4835,4623,126,18,0,0,11,57,184,50,0,0,0,0,134,0,1827,89,44,38,76,80,55,69,90,67,198,242,293,174,113,133,65,65448,65448,63343,32669,,,,70794,62455,70794,63343,1827,47,1780,349,0,7,23,35,68,101,84,30,412,0,186,79,84,63,1372
"25009208102","14000US25009208102","Census Tract 2081.02, Essex County, Massachusetts","Census Tract 2081.02, Essex County, Massachusetts","ma","140","00","ACSSF","0003628",,,,,"25","009",,,,"208102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082,2923,124,10,5,0,0,20,3082,3020,2883,102,10,5,0,0,20,62,40,22,0,0,0,0,0,1151,113,45,19,26,28,16,14,10,64,111,117,149,124,102,132,80,76648,76648,76994,81036,,,,,,4260,78069,1151,32,1119,227,0,30,8,7,86,78,14,4,236,0,42,48,61,85,1217
"25009208200","14000US25009208200","Census Tract 2082, Essex County, Massachusetts","Census Tract 2082, Essex County, Massachusetts","ma","140","00","ACSSF","0003629",,,,,"25","009",,,,"208200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515,5113,87,0,111,0,23,181,5515,5352,5014,46,0,111,0,0,181,163,99,41,0,0,0,23,0,2207,152,143,156,104,111,122,49,67,108,142,209,314,223,123,102,82,56014,56014,57431,,,54579,,,,12238,57537,2207,81,2126,681,84,147,60,77,91,65,85,72,730,46,260,149,226,49,973
"25009208300","14000US25009208300","Census Tract 2083, Essex County, Massachusetts","Census Tract 2083, Essex County, Massachusetts","ma","140","00","ACSSF","0003630",,,,,"25","009",,,,"208300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,7058,83,0,119,0,39,121,7420,6933,6624,83,0,119,0,0,107,487,434,0,0,0,0,39,14,2503,135,73,75,73,70,82,87,52,36,121,218,418,281,252,324,208,93142,93142,94090,,,119149,,,76194,73706,94896,2503,11,2492,411,76,150,47,39,56,32,11,0,429,10,257,68,76,18,514
"25009208400","14000US25009208400","Census Tract 2084, Essex County, Massachusetts","Census Tract 2084, Essex County, Massachusetts","ma","140","00","ACSSF","0003631",,,,,"25","009",,,,"208400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036,5360,69,0,468,0,0,139,6036,5935,5259,69,0,468,0,0,139,101,101,0,0,0,0,0,0,2143,26,33,29,53,57,49,65,65,79,185,235,303,207,192,274,290,88405,88405,90480,61488,,82214,,,,,90004,2143,0,2143,475,0,0,0,17,58,77,161,161,494,9,206,195,65,19,1759
"25009209100","14000US25009209100","Census Tract 2091, Essex County, Massachusetts","Census Tract 2091, Essex County, Massachusetts","ma","140","00","ACSSF","0003632",,,,,"25","009",,,,"209100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932,5743,0,0,189,0,0,0,5932,5615,5437,0,0,178,0,0,0,317,306,0,0,11,0,0,0,2184,117,48,37,44,55,59,57,57,46,159,122,293,252,197,283,359,93544,93544,93821,,,46190,,,,51788,94587,2184,38,2146,122,36,14,3,0,6,6,24,33,136,12,13,0,57,54,1290
"25009209200","14000US25009209200","Census Tract 2092, Essex County, Massachusetts","Census Tract 2092, Essex County, Massachusetts","ma","140","00","ACSSF","0003633",,,,,"25","009",,,,"209200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560,5317,0,6,121,16,0,100,5560,5510,5267,0,6,121,16,0,100,50,50,0,0,0,0,0,0,1808,68,63,29,16,22,32,48,47,17,59,139,243,195,150,213,469,111921,111921,110784,,,204624,,,,,107382,1808,21,1787,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,
"25009210100","14000US25009210100","Census Tract 2101, Essex County, Massachusetts","Census Tract 2101, Essex County, Massachusetts","ma","140","00","ACSSF","0003634",,,,,"25","009",,,,"210100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080,7408,17,0,156,0,366,133,8080,7820,7275,0,0,156,0,256,133,260,133,17,0,0,0,110,0,2694,71,82,104,98,73,69,90,93,69,145,202,476,369,244,294,214,90814,90814,89980,,,21623,,103419,,132522,89337,2694,0,2694,284,0,14,70,43,14,40,79,26,284,16,100,142,26,0,1276
